sha256	size	count	paths	top_level_dirs	extensions	basenames	risk_flags	classification	classification_reason
3824a1a4e5fdd256b3bb30cc0333711034425a9e8b61b4c8456637c6c48a67ac	898	6	Manalink3/Mods/PlayDeck/Degenerate/Combo/Grim Long.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Grim Long.dck | Manalink3/Program/PlayDeck/Grim Long.dck | Mods/PlayDeck/Degenerate/Combo/Grim Long.dck | Mods/PlayDeck/PlayDeck_Brewin/Grim Long.dck | Playdeck/Grim Long.dck	Manalink3, Mods, Playdeck	.dck	Grim Long.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2adc161ea99fbd860ef2201bf948070ee56d0e4aced2202cb034d65a6216964a	896	6	Manalink3/Mods/PlayDeck/Degenerate/Challenge/Keeper2.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Keeper2.dck | Manalink3/Program/PlayDeck/Keeper2.dck | Mods/PlayDeck/Degenerate/Challenge/Keeper2.dck | Mods/PlayDeck/PlayDeck_Brewin/Keeper2.dck | Playdeck/Keeper2.dck	Manalink3, Mods, Playdeck	.dck	Keeper2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
05b57d0bc04b1b43c8afb489a7f47340007013a50422960fd92d1dc42434b6ac	889	6	Manalink3/Mods/PlayDeck/Degenerate/Challenge/Keeper.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Keeper.dck | Manalink3/Program/PlayDeck/Keeper.dck | Mods/PlayDeck/Degenerate/Challenge/Keeper.dck | Mods/PlayDeck/PlayDeck_Brewin/Keeper.dck | Playdeck/Keeper.dck	Manalink3, Mods, Playdeck	.dck	Keeper.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1fde2d03b22ebf93cf84ebf5b12cd34251ed6c8701ad98ce8bb376bd6150799a	888	6	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Black and Blue.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Black and Blue.dck | Manalink3/Program/PlayDeck/Black and Blue.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Black and Blue.dck | Mods/PlayDeck/PlayDeck_Brewin/Black and Blue.dck | Playdeck/Black and Blue.dck	Manalink3, Mods, Playdeck	.dck	Black and Blue.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
cfaca3573b5d77884c039ca9de47413bf73d793e0616d5b7e69a0aa75cb7258a	1106	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Badlander.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Badlander.dck | Manalink3/Program/PlayDeck/Badlander.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Badlander.dck | Mods/PlayDeck/PlayDeck_Brewin/Badlander.dck	Manalink3, Mods	.dck	Badlander.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b772574fb764ac9cfbbdecb746c3d9fa9421aa8698333be439f8899e7e07282d	1100	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/FastBlackHighlander.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/FastBlackHighlander.dck | Manalink3/Program/PlayDeck/FastBlackHighlander.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/FastBlackHighlander.dck | Mods/PlayDeck/PlayDeck_Brewin/FastBlackHighlander.dck	Manalink3, Mods	.dck	FastBlackHighlander.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4a1a1d033ba058c107a7ec8bc22853c144c6606c907429599de0cce9ba89da66	1096	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Fortification.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Fortification.dck | Manalink3/Program/PlayDeck/Fortification.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Fortification.dck | Mods/PlayDeck/PlayDeck_Brewin/Fortification.dck	Manalink3, Mods	.dck	Fortification.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
bb990d46bb1b497ed6870d1c09940cc158f70ff4582d746be90b3b8dbebd8636	1461	4	Manalink3/Mods/PlayDeck/Degenerate/Tribal/Big Zombie Deck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Big Zombie Deck.dck | Mods/PlayDeck/Degenerate/Tribal/Big Zombie Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Big Zombie Deck.dck	Manalink3, Mods	.dck	Big Zombie Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7f925df97330fa24886487e8c2da261f11666786a4805cbb9295fc2f7e29897b	4358	2	MPStime.vxd | Manalink3/Program/MPStime.vxd	<root>, Manalink3	.vxd	MPStime.vxd	none	unknown	No path-level cleanup proof established.
1e44a1d0825cea39a9771119d56b227e79fcd20ea6b33adcd02f0a8e71fe8ecd	870	6	Manalink3/Mods/PlayDeck/Manalink Tournament/vintage_scherbchen_blue4u.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/vintage_scherbchen_blue4u.dck | Manalink3/Program/PlayDeck/vintage_scherbchen_blue4u.dck | Mods/PlayDeck/Manalink Tournament/vintage_scherbchen_blue4u.dck | Mods/PlayDeck/PlayDeck_Brewin/vintage_scherbchen_blue4u.dck | Playdeck/vintage_scherbchen_blue4u.dck	Manalink3, Mods, Playdeck	.dck	vintage_scherbchen_blue4u.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2af7de43524910c0a867cf33f7a81aaedd71485e03c38b6048f40a0993e4bf5d	853	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/Honden/5cHondenWalkers.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/5cHondenWalkers.dck | Manalink3/Program/PlayDeck/5cHondenWalkers.dck | Mods/PlayDeck/Degenerate/Themed/Honden/5cHondenWalkers.dck | Mods/PlayDeck/PlayDeck_Brewin/5cHondenWalkers.dck | Playdeck/5cHondenWalkers.dck	Manalink3, Mods, Playdeck	.dck	5cHondenWalkers.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
21b49bdf63782bc7345d02ed01790c35e8e174352b0a50f689c1f21324bd4895	1418	4	Manalink3/Mods/PlayDeck/Degenerate/Themed/AuraTogEnchantress/Crazy Enchantress LOL.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Crazy Enchantress LOL.dck | Mods/PlayDeck/Degenerate/Themed/AuraTogEnchantress/Crazy Enchantress LOL.dck | Mods/PlayDeck/PlayDeck_Brewin/Crazy Enchantress LOL.dck	Manalink3, Mods	.dck	Crazy Enchantress LOL.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
04149b501c91e990047159dd9a9c3354a02a3522b5a63b555c0e44d80d5de766	4245	2	Mods/Art/_undo/2016_02_12_12_15_32/DuelArt/WinBk_AttackShield.pic | Program/DuelArt/WinBk_AttackShield.pic	Mods, Program	.pic	WinBk_AttackShield.pic	protected-runtime-dir, runtime-extension, undo-tree	needs-human-policy	Under _undo rollback/staging tree; launcher defines undo folders, so removal needs rollback policy proof.
583248b08e12066593c0778823c87770b6c15b4aeef6de9958e6ca9f3d4fa9bc	4242	2	Mods/Art/_undo/2016_02_12_12_15_32/DBArt/Bldr02C.pic | Program/DBArt/Bldr02C.pic	Mods, Program	.pic	Bldr02C.pic	protected-runtime-dir, runtime-extension, undo-tree	needs-human-policy	Under _undo rollback/staging tree; launcher defines undo folders, so removal needs rollback policy proof.
796b8202488028ca525b9481ed7a3ef90968f8ebe45da7ccda6e4835ffce475f	1060	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/One of Each - Artifact.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/One of Each - Artifact.dck | Manalink3/Program/PlayDeck/One of Each - Artifact.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/One of Each - Artifact.dck | Mods/PlayDeck/PlayDeck_Brewin/One of Each - Artifact.dck	Manalink3, Mods	.dck	One of Each - Artifact.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1d6ceb884ad5d0b543f451260078f81890052ba724e8cfd9dfab1e1975951807	847	6	Manalink3/Mods/PlayDeck/2009/Ultimate Power.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Ultimate Power.dck | Manalink3/Program/PlayDeck/Ultimate Power.dck | Mods/PlayDeck/2009/Ultimate Power.dck | Mods/PlayDeck/PlayDeck_Brewin/Ultimate Power.dck | Playdeck/Ultimate Power.dck	Manalink3, Mods, Playdeck	.dck	Ultimate Power.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
185b4ad37e5b79d37f62a4337b00b6ac2fa300d15dcf2e301687f943eee77d5e	1411	4	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Planeswalkers Deck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Planeswalkers Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Planeswalkers Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Planeswalkers Deck.dck	Manalink3, Mods	.dck	Planeswalkers Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
6ce8404c7ab7f2ed18692929bbcf5d642251503325bc9cc047626caed9053f18	844	6	Manalink3/Mods/PlayDeck/2009/UltimatePower.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/UltimatePower.dck | Manalink3/Program/PlayDeck/UltimatePower.dck | Mods/PlayDeck/2009/UltimatePower.dck | Mods/PlayDeck/PlayDeck_Brewin/UltimatePower.dck | Playdeck/UltimatePower.dck	Manalink3, Mods, Playdeck	.dck	UltimatePower.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ea47a10372b3957671efa80478c296df94a118bceae9bc5e17ed786e743f5f7b	841	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/Tendrils/SenseiTendrils.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/SenseiTendrils.dck | Manalink3/Program/PlayDeck/SenseiTendrils.dck | Mods/PlayDeck/Degenerate/Themed/Tendrils/SenseiTendrils.dck | Mods/PlayDeck/PlayDeck_Brewin/SenseiTendrils.dck | Playdeck/SenseiTendrils.dck	Manalink3, Mods, Playdeck	.dck	SenseiTendrils.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
5368290756fbf288b35c2449d227ac6604abfd72974587df56350b0aa1746d8d	833	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/UnderworldControl/Underworld Nightmares.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Underworld Nightmares.dck | Manalink3/Program/PlayDeck/Underworld Nightmares.dck | Mods/PlayDeck/Degenerate/Themed/UnderworldControl/Underworld Nightmares.dck | Mods/PlayDeck/PlayDeck_Brewin/Underworld Nightmares.dck | Playdeck/Underworld Nightmares.dck	Manalink3, Mods, Playdeck	.dck	Underworld Nightmares.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8ab9e28af0ff5ae4f6de63c7ef5c967b4318e8a54a6c2618f98b734f5bb90333	832	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/TimmyCheater/Big Dudes.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Big Dudes.dck | Manalink3/Program/PlayDeck/Big Dudes.dck | Mods/PlayDeck/Degenerate/Themed/TimmyCheater/Big Dudes.dck | Mods/PlayDeck/PlayDeck_Brewin/Big Dudes.dck | Playdeck/Big Dudes.dck	Manalink3, Mods, Playdeck	.dck	Big Dudes.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c5776d103e7d5939aa1d5d0da4b6120065a9f3f126f35885536b045b4df1f165	4154	2	Mods/Art/_undo/2016_02_12_12_15_32/DuelArt/QuestMana_White.pic | Program/DuelArt/QuestMana_White.pic	Mods, Program	.pic	QuestMana_White.pic	protected-runtime-dir, runtime-extension, undo-tree	needs-human-policy	Under _undo rollback/staging tree; launcher defines undo folders, so removal needs rollback policy proof.
62dd65bfafd2f0d4f9d5d09249a2eb9de2640bedc119292b6b7a7eb95b8b4d06	4145	2	ENDPLAK.PIC | Program/ENDPLAK.PIC	<root>, Program	.pic	ENDPLAK.PIC	protected-runtime-dir, runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
84957ad0c5f3b383256bcfea2e54d5991999c42d4c29636b5573911bb7599e8e	4143	2	Program/src/patches/patch_untap_phase.pl | src/patches/patch_untap_phase.pl	Program, src	.pl	patch_untap_phase.pl	protected-runtime-dir, tooling-dir	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
59a24efc200b4061984e5ad998a424569aa6a0980d3307aadd182a64ebd83993	825	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/Tendrils/zgTendrils.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/zgTendrils.dck | Manalink3/Program/PlayDeck/zgTendrils.dck | Mods/PlayDeck/Degenerate/Themed/Tendrils/zgTendrils.dck | Mods/PlayDeck/PlayDeck_Brewin/zgTendrils.dck | Playdeck/zgTendrils.dck	Manalink3, Mods, Playdeck	.dck	zgTendrils.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
e7c40bbb047d26cfe3601c60a1632ab758ab2bd7f9684076d22f680284a00289	4116	2	Manalink/Default/Tauntbut.bmp | Manalink3/Program/ManaLink/Default/Tauntbut.bmp	Manalink, Manalink3	.bmp	Tauntbut.bmp	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
5db73220f38c43a272c70aae3dcc20456cd9869ce39695005d0e96528067c7f7	4088	2	Manalink/Default/famq-botdu.bmp | Manalink3/Program/ManaLink/Default/Famq-Botdu.bmp	Manalink, Manalink3	.bmp	Famq-Botdu.bmp, famq-botdu.bmp	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
092bb2fc8e19d9bb0ff0039bafc5f053b693cc24d42e8e1a16d53ff4a282d201	4088	2	Manalink/Default/famq-lefdu.bmp | Manalink3/Program/ManaLink/Default/Famq-Lefdu.bmp	Manalink, Manalink3	.bmp	Famq-Lefdu.bmp, famq-lefdu.bmp	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c078b2f42969c0863c43e40be0bb4763f0968b9bc74f66c71591b8b928addcd9	4088	2	Manalink/Default/famq-ritdu.bmp | Manalink3/Program/ManaLink/Default/Famq-Ritdu.bmp	Manalink, Manalink3	.bmp	Famq-Ritdu.bmp, famq-ritdu.bmp	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
5987280fd8195e18f477c95a33cc83be9345d62fc0afbf560841a3396a1dc55a	4088	2	Manalink/Default/famq-topdu.bmp | Manalink3/Program/ManaLink/Default/Famq-Topdu.bmp	Manalink, Manalink3	.bmp	Famq-Topdu.bmp, famq-topdu.bmp	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
bbf161c44ac92a4a305e7bb30ab93b5b28e07f36a427004a5228a9c41c1c8dc9	1359	4	Manalink3/Mods/PlayDeck/Manalink Tournament/Vintage Reproduction Deck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Vintage Reproduction Deck.dck | Mods/PlayDeck/Manalink Tournament/Vintage Reproduction Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Vintage Reproduction Deck.dck	Manalink3, Mods	.dck	Vintage Reproduction Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
6ad23e0fb2cb871d688b0e78621799cbce1381c1840655bc03e91554b13aaec0	807	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/ReanimatorRecursion/Recursion 2.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Recursion 2.dck | Manalink3/Program/PlayDeck/Recursion 2.dck | Mods/PlayDeck/Degenerate/Themed/ReanimatorRecursion/Recursion 2.dck | Mods/PlayDeck/PlayDeck_Brewin/Recursion 2.dck | Playdeck/Recursion 2.dck	Manalink3, Mods, Playdeck	.dck	Recursion 2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
404d2194efa642e06ec30768b0400b3a56faae17d50a73c11534008a779378f7	807	6	Manalink3/Mods/PlayDeck/Manalink Tournament/Vintage_disco_Imperial Zoo.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Vintage_disco_Imperial Zoo.dck | Manalink3/Program/PlayDeck/Vintage_disco_Imperial Zoo.dck | Mods/PlayDeck/Manalink Tournament/Vintage_disco_Imperial Zoo.dck | Mods/PlayDeck/PlayDeck_Brewin/Vintage_disco_Imperial Zoo.dck | Playdeck/Vintage_disco_Imperial Zoo.dck	Manalink3, Mods, Playdeck	.dck	Vintage_disco_Imperial Zoo.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
577a33710db8a027c8a491f6a0c52e165d8d2fa2ec55ff78f2b8007f55885674	1334	4	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Wallmonger.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Wallmonger.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Wallmonger.dck | Mods/PlayDeck/PlayDeck_Brewin/Wallmonger.dck	Manalink3, Mods	.dck	Wallmonger.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1c5ed5713cc68620d9d61ac599ce67dad2fc6ab48681d79d4b9b348370eb8678	994	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Redneck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Redneck.dck | Manalink3/Program/PlayDeck/Redneck.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Redneck.dck | Mods/PlayDeck/PlayDeck_Brewin/Redneck.dck	Manalink3, Mods	.dck	Redneck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7dc205b48d19569f9fd37bf30b77676e86cc40fc50fcba963b9681356bb55be4	3974	2	Program/magic_updater/test.pl | magic_updater/test.pl	Program, magic_updater	.pl	test.pl	protected-runtime-dir, tooling-dir	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
49621115dedde448c560838b1da2842ee6c8e23861ea9b233ca675c554d897ff	793	6	Manalink3/Mods/PlayDeck/Degenerate/Challenge/ChallengeKeeper.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/ChallengeKeeper.dck | Manalink3/Program/PlayDeck/ChallengeKeeper.dck | Mods/PlayDeck/Degenerate/Challenge/ChallengeKeeper.dck | Mods/PlayDeck/PlayDeck_Brewin/ChallengeKeeper.dck | Playdeck/ChallengeKeeper.dck	Manalink3, Mods, Playdeck	.dck	ChallengeKeeper.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
91734a20917612d83a775aa6cf076e7f12a89efa48da96254745d80070de3fff	3951	2	Mods/Art/_undo/2016_02_12_12_15_32/CardArt/WillUntap.pic | Program/CardArt/WillUntap.pic	Mods, Program	.pic	WillUntap.pic	protected-runtime-dir, runtime-extension, undo-tree	needs-human-policy	Under _undo rollback/staging tree; launcher defines undo folders, so removal needs rollback policy proof.
21023d1e19743c0d3262ddee192dc8106affa7cbd61b731a5d87137d7a1dd127	787	6	Manalink3/Mods/PlayDeck/Degenerate/Challenge/Keeper3.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Keeper3.dck | Manalink3/Program/PlayDeck/Keeper3.dck | Mods/PlayDeck/Degenerate/Challenge/Keeper3.dck | Mods/PlayDeck/PlayDeck_Brewin/Keeper3.dck | Playdeck/Keeper3.dck	Manalink3, Mods, Playdeck	.dck	Keeper3.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f0b9c5cd8b8b134eb42e045c4dd783aae9a1a20497b9276814f0ea7909ba5e2f	3928	2	Program/SPR/ROADS.SPR | Spr/ROADS.SPR	Program, Spr	.spr	ROADS.SPR	protected-runtime-dir, runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
fa57250b87bd55b0e525805f5ccdda913ff1d270a1182057f6eecdb436b4f30a	783	6	Manalink3/Mods/PlayDeck/Degenerate/Themed/Tendrils/gTendrils.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/gTendrils.dck | Manalink3/Program/PlayDeck/gTendrils.dck | Mods/PlayDeck/Degenerate/Themed/Tendrils/gTendrils.dck | Mods/PlayDeck/PlayDeck_Brewin/gTendrils.dck | Playdeck/gTendrils.dck	Manalink3, Mods, Playdeck	.dck	gTendrils.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
51564f91c39597d7be150f311823dcbc5829a4e0662cefc965ad433bc57e88ba	3911	2	Program/src/patches/patch_dont_draw_counters_on_planeswalkers.pl | src/patches/patch_dont_draw_counters_on_planeswalkers.pl	Program, src	.pl	patch_dont_draw_counters_on_planeswalkers.pl	protected-runtime-dir, tooling-dir	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c731279314b81b2e6a3eb3979647b379035eda48ccf2e501a76ad3424125478d	970	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Big Green.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Big Green.dck | Manalink3/Program/PlayDeck/Big Green.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Big Green.dck | Mods/PlayDeck/PlayDeck_Brewin/Big Green.dck	Manalink3, Mods	.dck	Big Green.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9b047a2b9af95ecef29342cc95053c7d013f900b249122a6750019bb768663ce	1939	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Huge White Weenie.dck | Manalink3/Program/PlayDeck/Huge White Weenie.dck | Mods/PlayDeck/PlayDeck_Brewin/Huge White Weenie.dck	Manalink3, Mods	.dck	Huge White Weenie.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8de0b0956ea5ad9239d1ed830d44467195fe0ffe7e7934d1c6a27460d2d7bf7a	3875	2	Mods/Art/_undo/2016_02_12_12_15_32/DuelArt/QuestMana_Red.pic | Program/DuelArt/QuestMana_Red.pic	Mods, Program	.pic	QuestMana_Red.pic	protected-runtime-dir, runtime-extension, undo-tree	needs-human-policy	Under _undo rollback/staging tree; launcher defines undo folders, so removal needs rollback policy proof.
ebb5686337fab99aa72ee97fd66e2b8a84c019f75d5372d31887f71e27a5e228	775	6	Manalink3/Mods/PlayDeck/Degenerate/Combo/Hulk Flash.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Hulk Flash.dck | Manalink3/Program/PlayDeck/Hulk Flash.dck | Mods/PlayDeck/Degenerate/Combo/Hulk Flash.dck | Mods/PlayDeck/PlayDeck_Brewin/Hulk Flash.dck | Playdeck/Hulk Flash.dck	Manalink3, Mods, Playdeck	.dck	Hulk Flash.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
6392ac2fcde23be26ced034407e0361be7226ef970456c556560bb4b7ec2287c	771	6	Manalink3/Mods/PlayDeck/Degenerate/Combo/HulkFlash.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/HulkFlash.dck | Manalink3/Program/PlayDeck/HulkFlash.dck | Mods/PlayDeck/Degenerate/Combo/HulkFlash.dck | Mods/PlayDeck/PlayDeck_Brewin/HulkFlash.dck | Playdeck/HulkFlash.dck	Manalink3, Mods, Playdeck	.dck	HulkFlash.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c490750b427ed35245e9b41e3d7c6cbd1f53195f627e271c69531b89f474a758	961	5	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Alpha Deck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Alpha Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Alpha Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Alpha Deck.dck | Playdeck/Alpha Deck.dck	Manalink3, Mods, Playdeck	.dck	Alpha Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f5900ad3ef6a29cf357e581f0390795d858e6b292e3635597010a10d8e1371cb	764	6	Manalink3/Mods/PlayDeck/Degenerate/Combo/3ColorControl.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/3ColorControl.dck | Manalink3/Program/PlayDeck/3ColorControl.dck | Mods/PlayDeck/Degenerate/Combo/3ColorControl.dck | Mods/PlayDeck/PlayDeck_Brewin/3ColorControl.dck | Playdeck/3ColorControl.dck	Manalink3, Mods, Playdeck	.dck	3ColorControl.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
da06af4c0ead485d00ea7446f99e53b551a1f97a88d94e0660bf6c5a15699805	1250	4	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Counters (+1+1) Deck.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Counters (+1+1) Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Counters (+1+1) Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Counters (+1+1) Deck.dck	Manalink3, Mods	.dck	Counters (+1+1) Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
def913099cfa852cf83430ab50865e892fdc24ddb793d085a821c6f50929111b	936	5	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Five Color Mono-Green.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Five Color Mono-Green.dck | Manalink3/Program/PlayDeck/Five Color Mono-Green.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Five Color Mono-Green.dck | Mods/PlayDeck/PlayDeck_Brewin/Five Color Mono-Green.dck	Manalink3, Mods	.dck	Five Color Mono-Green.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9ed26692b1facedb4cf2b80ed274ec9629ac2046625120cacd7b729aeb63c6cd	3733	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/legacy_aww_BattleOfWits.dck | Mods/PlayDeck/PlayDeck_Brewin/legacy_aww_BattleOfWits.dck	Manalink3, Mods	.dck	legacy_aww_BattleOfWits.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
fc7c3ec7b67ccdebec560563da30db5a8922e339b10aafd3fb9d554ee2355fe1	1238	4	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Walls Deck 1,5.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Walls Deck 1,5.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Walls Deck 1,5.dck | Mods/PlayDeck/PlayDeck_Brewin/Walls Deck 1,5.dck	Manalink3, Mods	.dck	Walls Deck 1,5.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
07da2619177a61f202f48a3571a6a66a9f4edac768b325fa6f12ca2877fea486	3703	2	Manalink3/Mods/PlayDeck/Manalink Tournament/legacy_aww_BattleOfWits.dck | Mods/PlayDeck/Manalink Tournament/legacy_aww_BattleOfWits.dck	Manalink3, Mods	.dck	legacy_aww_BattleOfWits.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
