enemy_number	enemy_name	color	active_deck_id	candidate_source	candidate_path	candidate_title	main_cards	all_cards	unique_main_cards	variant_sections	sha256	relation	warnings
13	High Priest	white	0203	variant-original-spaced	Decks - Original/0203.dck	High Priest (W, 4th)	61	61	14	0	141d7362e5cc826cf953f8a59fd5565a32803df839486ca199c419c4436c33e7	same-id variant candidate	none
13	High Priest	white	0203	variant-original-underscore	Decks_original/0203.dck	High Priest (W, 4th)	61	61	14	0	141d7362e5cc826cf953f8a59fd5565a32803df839486ca199c419c4436c33e7	same-id variant candidate	none
13	High Priest	white	0203	variant-alt	Decks_alt/0203.dck	High Priest (W, 4th)	60	60	15	0	dd5e235f0a00c46890684e15f18028a814b0ebfbe11c3fa80e4d00e143a47baa	same-id variant candidate	none
13	High Priest	white	0203	variant-revision	Decks - revision/0203.dck	High Priest (W, 4th)	121	121	29	0	29bc0194365d2b8738ea2462cfa6a7180b3f3546cc721ff72d2d105fd45a7af6	same-id variant candidate	none
13	High Priest	white	0203	variant-tim	Decks - Tim/0203.dck	High Priest (W, 4th)	121	121	29	0	29bc0194365d2b8738ea2462cfa6a7180b3f3546cc721ff72d2d105fd45a7af6	same-id variant candidate	none
13	High Priest	white	0203	variant-rawky	decks - rawky/0203.dck	High Priest (Wh, Type 1)	60	60	28	0	f86f6935f025b4a51a6261eeeb9b99705fac5404db944cd06b108494a8cddbe5	same-id variant duplicate of active root	none
14	Sainted One	white	0021	active-root	decks/0021.dck	Sainted One (Wh, Type 1)	60	60	30	0	20a2f008e0a7186675499939b13c28e30ff7a712e8742571cebb7c2281a00631	current root deck	none
14	Sainted One	white	0021	active-program	Program/decks/0021.dck	Sainted One (Wh, Type 1)	60	60	17	0	4f8efff5513d52ceece699d43c6e4fb232757452c3b8365523744dc70078f054	current Program deck	none
14	Sainted One	white	0021	variant-harder	Decks - Harder/0021.dck	Sainted One (Wh, 4th Edition)	60	60	28	0	ce49a8fa435ba48d831f5143dde38742edc6fbb08cbceadf0af6aa4c06364096	same-id variant candidate	none
14	Sainted One	white	0021	variant-new-original	decks - new original/0021.dck	Sainted One (Wh, Type 1)	60	60	17	0	4f8efff5513d52ceece699d43c6e4fb232757452c3b8365523744dc70078f054	same-id variant candidate	none
14	Sainted One	white	0021	variant-original-spaced	Decks - Original/0021.dck	Sainted One (Wh, 4th Edition)	57	77	17	6	c6464dd1476de7479811954f4fa183c46458280e8a4dca14e249737c7cdb977b	same-id variant candidate	6 variant section(s)
14	Sainted One	white	0021	variant-original-underscore	Decks_original/0021.dck	Sainted One (Wh, 4th Edition)	57	77	17	6	c6464dd1476de7479811954f4fa183c46458280e8a4dca14e249737c7cdb977b	same-id variant candidate	6 variant section(s)
14	Sainted One	white	0021	variant-alt	Decks_alt/0021.dck	Sainted One (Wh, 4th Edition)	60	60	20	0	3a912bc63163fe13809c84fdda72a6482ab342d0551720f8145e702b8955ca40	same-id variant candidate	none
14	Sainted One	white	0021	variant-revision	Decks - revision/0021.dck	Sainted One (Wh, 4th Edition)	117	137	37	6	95dfab294c1641a0fab9940d72a4e8443fa31dfa56fc1d80f083dae0923a895a	same-id variant candidate	6 variant section(s)
14	Sainted One	white	0021	variant-tim	Decks - Tim/0021.dck	Sainted One (Wh, 4th Edition)	117	137	37	6	95dfab294c1641a0fab9940d72a4e8443fa31dfa56fc1d80f083dae0923a895a	same-id variant candidate	6 variant section(s)
14	Sainted One	white	0021	variant-rawky	decks - rawky/0021.dck	Sainted One (Wh, Type 1)	60	60	30	0	20a2f008e0a7186675499939b13c28e30ff7a712e8742571cebb7c2281a00631	same-id variant duplicate of active root	none
15	Seer	blue	0069	active-root	decks/0069.dck	Seer (Ub, Type 1)	60	60	46	0	e070c90176d32090ca1b1908f8c3b77f677a7d669544d5422d052807da5277be	current root deck	none
15	Seer	blue	0069	active-program	Program/decks/0069.dck	Seer (Ub, Type 1)	62	62	13	0	d32f7a1f0e7b32a41a3b426b5b09347aa25b86f03566c7ea275c285747b50fe1	current Program deck	none
15	Seer	blue	0069	variant-harder	Decks - Harder/0069.dck	Seer (Ub, 4th)	60	60	23	0	44e782ab5cf31ae44f2fc17b22d10200c21f647d1ec278270d66974d779b63d2	same-id variant candidate	none
15	Seer	blue	0069	variant-new-original	decks - new original/0069.dck	Seer (Ub, Type 1)	62	62	13	0	d32f7a1f0e7b32a41a3b426b5b09347aa25b86f03566c7ea275c285747b50fe1	same-id variant candidate	none
15	Seer	blue	0069	variant-original-spaced	Decks - Original/0069.dck	Seer (Ub, 4th)	60	60	13	0	6461062542d35b93b262ea69dac30b86ba5c7d19072c303a7390d67ccfa42d1d	same-id variant candidate	none
15	Seer	blue	0069	variant-original-underscore	Decks_original/0069.dck	Seer (Ub, 4th)	60	60	13	0	6461062542d35b93b262ea69dac30b86ba5c7d19072c303a7390d67ccfa42d1d	same-id variant candidate	none
15	Seer	blue	0069	variant-alt	Decks_alt/0069.dck	Seer (Ub, 4th)	60	60	13	0	9e98668a9eb4c3e70a742d43d9957d03df30f6c0699be26e30c3bb8751e9df09	same-id variant candidate	none
15	Seer	blue	0069	variant-revision	Decks - revision/0069.dck	Seer (Ub, 4th)	120	120	26	0	3acccc18a403b31702f2268deb7e705198fb2129491146a0d1d35e979138ed95	same-id variant candidate	none
15	Seer	blue	0069	variant-tim	Decks - Tim/0069.dck	Seer (Ub, 4th)	120	120	26	0	3acccc18a403b31702f2268deb7e705198fb2129491146a0d1d35e979138ed95	same-id variant candidate	none
15	Seer	blue	0069	variant-rawky	decks - rawky/0069.dck	Seer (Ub, Type 1)	60	60	46	0	e070c90176d32090ca1b1908f8c3b77f677a7d669544d5422d052807da5277be	same-id variant duplicate of active root	none
16	Merfolk Shaman	blue	0150	active-root	decks/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	12	0	58063d71ae40c1188c2364afd82951ac8264029dbe8a139242ebf3f1d01a81b5	current root deck	none
16	Merfolk Shaman	blue	0150	active-program	Program/decks/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	12	0	58063d71ae40c1188c2364afd82951ac8264029dbe8a139242ebf3f1d01a81b5	current Program deck	none
16	Merfolk Shaman	blue	0150	variant-harder	Decks - Harder/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	16	0	329901b2e4048b65dc5e17a3149197232d642aece8d0a8fb14f5611e6bc02019	same-id variant candidate	none
16	Merfolk Shaman	blue	0150	variant-new-original	decks - new original/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	12	0	58063d71ae40c1188c2364afd82951ac8264029dbe8a139242ebf3f1d01a81b5	same-id variant duplicate of active root	none
16	Merfolk Shaman	blue	0150	variant-original-spaced	Decks - Original/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	12	0	58063d71ae40c1188c2364afd82951ac8264029dbe8a139242ebf3f1d01a81b5	same-id variant duplicate of active root	none
16	Merfolk Shaman	blue	0150	variant-original-underscore	Decks_original/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	12	0	58063d71ae40c1188c2364afd82951ac8264029dbe8a139242ebf3f1d01a81b5	same-id variant duplicate of active root	none
16	Merfolk Shaman	blue	0150	variant-alt	Decks_alt/0150.dck	Merfolk Shaman (Ub, Type 1)	60	60	10	0	9a75796914458a8e389b86b384a087461fb95d0c089d6a0d969a9ec6d00d4c87	same-id variant candidate	none
16	Merfolk Shaman	blue	0150	variant-revision	Decks - revision/0150.dck	Merfolk Shaman (Ub, Type 1)	120	120	22	0	703b18044115d2bd17342f29b54fa5b10149d26c705f187b1d6ac8b0963ad965	same-id variant candidate	none
16	Merfolk Shaman	blue	0150	variant-tim	Decks - Tim/0150.dck	Merfolk Shaman (Ub, Type 1)	120	120	22	0	703b18044115d2bd17342f29b54fa5b10149d26c705f187b1d6ac8b0963ad965	same-id variant candidate	none
16	Merfolk Shaman	blue	0150	variant-rawky	decks - rawky/0150.dck	Merfolk Shaman (Ub, Type 1)	61	76	33	6	bdea3fce9de04d4d7b2cbe7b24248ee61a39d4599f47f4e13d3ece736a97f9f3	same-id variant candidate	6 variant section(s)
17	Conjurer	blue	0260	active-root	decks/0260.dck	Conjurer (Ub, Type 1)	60	75	28	6	0efdcb0b4c5777b087ee099b61b9ff30d16d304212b5965b044bbc4d2eda1b23	current root deck	6 variant section(s)
17	Conjurer	blue	0260	active-program	Program/decks/0260.dck	Conjurer (Ub, Type 1)	60	60	12	0	9f41e8075aefb267fe304c45aa6026a2c015301af009d6392ef90d00d707dd04	current Program deck	none
17	Conjurer	blue	0260	variant-harder	Decks - Harder/0260.dck	Conjurer (Ub, 4th)	60	60	19	0	208d73dac1cd410f4bbfe9c6c96b51eee1c47f1ee4ed4cff9c19a0e9c2e30dcb	same-id variant candidate	none
17	Conjurer	blue	0260	variant-new-original	decks - new original/0260.dck	Conjurer (Ub, Type 1)	60	60	12	0	9f41e8075aefb267fe304c45aa6026a2c015301af009d6392ef90d00d707dd04	same-id variant candidate	none
17	Conjurer	blue	0260	variant-original-spaced	Decks - Original/0260.dck	Conjurer (Ub, 4th)	57	75	14	6	a696a12f59eb0d14ceaeea688fb35eba5b199b7c1441f3ac3d6249a757a46f59	same-id variant candidate	6 variant section(s)
17	Conjurer	blue	0260	variant-original-underscore	Decks_original/0260.dck	Conjurer (Ub, 4th)	57	75	14	6	a696a12f59eb0d14ceaeea688fb35eba5b199b7c1441f3ac3d6249a757a46f59	same-id variant candidate	6 variant section(s)
17	Conjurer	blue	0260	variant-alt	Decks_alt/0260.dck	Conjurer (Ub, 4th)	60	60	11	0	e95dc14bb566dc38b9facefa794e4dfb99a309c6c8f26c8e4b7eb35d0dd1d5ac	same-id variant candidate	none
17	Conjurer	blue	0260	variant-revision	Decks - revision/0260.dck	Conjurer (Ub, 4th)	117	135	25	6	37e2c87ca0c17431bb7b73bc3ebc51cebde8aba646c6164f50260ee9eac6c178	same-id variant candidate	6 variant section(s)
17	Conjurer	blue	0260	variant-tim	Decks - Tim/0260.dck	Conjurer (Ub, 4th)	117	135	25	6	37e2c87ca0c17431bb7b73bc3ebc51cebde8aba646c6164f50260ee9eac6c178	same-id variant candidate	6 variant section(s)
17	Conjurer	blue	0260	variant-rawky	decks - rawky/0260.dck	Conjurer (Ub, Type 1)	60	75	28	6	0efdcb0b4c5777b087ee099b61b9ff30d16d304212b5965b044bbc4d2eda1b23	same-id variant duplicate of active root	6 variant section(s)
18	Sea Dragon	blue	0218	active-root	decks/0218.dck	Sea Drake (Ub, Type 1)	61	76	28	6	ac2128132200db1643422c1da1b3b11f31ef8bd715ca32a74f0e93919d2afe2c	current root deck	6 variant section(s)
18	Sea Dragon	blue	0218	active-program	Program/decks/0218.dck	Sea Drake (Ub, Type 1)	60	60	11	0	d19aa8b314ba55e4ae618eb802040a2ea938eec051785530d2138efb69e05e58	current Program deck	none
18	Sea Dragon	blue	0218	variant-harder	Decks - Harder/0218.dck	Sea Drake (U, 4th)	60	60	17	0	0b0462a5afa440facb3d0aaae85ae3d4a14a69df8f1ea1de1ae9317bda256a7f	same-id variant candidate	none
18	Sea Dragon	blue	0218	variant-new-original	decks - new original/0218.dck	Sea Drake (Ub, Type 1)	60	60	11	0	d19aa8b314ba55e4ae618eb802040a2ea938eec051785530d2138efb69e05e58	same-id variant candidate	none
18	Sea Dragon	blue	0218	variant-original-spaced	Decks - Original/0218.dck	Sea Drake (U, 4th)	57	75	12	6	ed58f6498621f3ccf218760636b7178d910516b62931fac20f3dc295397dc159	same-id variant candidate	6 variant section(s)
18	Sea Dragon	blue	0218	variant-original-underscore	Decks_original/0218.dck	Sea Drake (U, 4th)	57	75	12	6	ed58f6498621f3ccf218760636b7178d910516b62931fac20f3dc295397dc159	same-id variant candidate	6 variant section(s)
18	Sea Dragon	blue	0218	variant-alt	Decks_alt/0218.dck	Sea Drake (U, 4th)	60	60	12	0	c552cf34fa711b6a0368c92706ce2fdd2f12a15282f97c1e256833191ff6a0cf	same-id variant candidate	none
18	Sea Dragon	blue	0218	variant-revision	Decks - revision/0218.dck	Sea Drake (U, 4th)	117	135	24	6	a18f1652106ec8a1b03c0382b537ecbeaf64401e0948a57930c9e614a356fc8a	same-id variant candidate	6 variant section(s)
18	Sea Dragon	blue	0218	variant-tim	Decks - Tim/0218.dck	Sea Drake (U, 4th)	117	135	24	6	a18f1652106ec8a1b03c0382b537ecbeaf64401e0948a57930c9e614a356fc8a	same-id variant candidate	6 variant section(s)
18	Sea Dragon	blue	0218	variant-rawky	decks - rawky/0218.dck	Sea Drake (Ub, Type 1)	61	76	28	6	ac2128132200db1643422c1da1b3b11f31ef8bd715ca32a74f0e93919d2afe2c	same-id variant duplicate of active root	6 variant section(s)
19	Shapeshifter	blue	0263	active-root	decks/0263.dck	Shapeshifter (Ub, Type 1)	60	75	33	6	32c0c8d41f8d5c02d8d80ceaac68585e64d8270c7a05c9ed407926bbf685dcc2	current root deck	6 variant section(s)
19	Shapeshifter	blue	0263	active-program	Program/decks/0263.dck	Shapeshifter (Ub, Type 1)	60	60	14	0	a59df29475ccd80cb500c1f8a91b371f94b49585375b83c016c2622bd7d15ee0	current Program deck	none
19	Shapeshifter	blue	0263	variant-harder	Decks - Harder/0263.dck	Shapeshifter (U, 4th)	60	60	34	0	d4c9228a07d44ec3d7f4fba195f9c3a69ce6eb0eb9f0fbea86826ea4f4c0c567	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-new-original	decks - new original/0263.dck	Shapeshifter (Ub, Type 1)	60	60	14	0	a59df29475ccd80cb500c1f8a91b371f94b49585375b83c016c2622bd7d15ee0	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-original-spaced	Decks - Original/0263.dck	Shapeshifter (U, 4th)	62	62	15	0	77186cda02069e8e339d4506d475cf75cbd1b006f8c31beecfc681731fb228f0	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-original-underscore	Decks_original/0263.dck	Shapeshifter (U, 4th)	62	62	15	0	77186cda02069e8e339d4506d475cf75cbd1b006f8c31beecfc681731fb228f0	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-alt	Decks_alt/0263.dck	Shapeshifter (U, 4th)	60	60	12	0	cd5787c4e19e697daefcab74e4c5aec87adc12dccf37a0e865003f7fc5f6837e	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-revision	Decks - revision/0263.dck	Shapeshifter (U, 4th)	122	122	27	0	84c8f7077f9d7df800d46f2aa70dd4a141069fc7dc129681800786eeebed42fb	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-tim	Decks - Tim/0263.dck	Shapeshifter (U, 4th)	122	122	27	0	84c8f7077f9d7df800d46f2aa70dd4a141069fc7dc129681800786eeebed42fb	same-id variant candidate	none
19	Shapeshifter	blue	0263	variant-rawky	decks - rawky/0263.dck	Shapeshifter (Ub, Type 1)	60	75	33	6	32c0c8d41f8d5c02d8d80ceaac68585e64d8270c7a05c9ed407926bbf685dcc2	same-id variant duplicate of active root	6 variant section(s)
20	Thought Invoker	blue	0232	active-root	decks/0232.dck	Thought Invoker (Ub, Type 1)	60	60	25	0	290e2eaa26cebe3071613562ff4ae5d83fef86e99849dfd46496d0d92f4348fc	current root deck	none
20	Thought Invoker	blue	0232	active-program	Program/decks/0232.dck	Thought Invoker (Ub, Type 1)	60	60	11	0	12d498e5d1959d4a389f5f63742d2abc1a8702cbed85f8c17879099ec5ff0e47	current Program deck	none
20	Thought Invoker	blue	0232	variant-harder	Decks - Harder/0232.dck	Thought Invoker (Ub, 4th)	60	60	27	0	0dfb23a1d6dc21ce900d723773c2bef131677e9d7ae3ca66072bb71adc461d92	same-id variant candidate	none
20	Thought Invoker	blue	0232	variant-new-original	decks - new original/0232.dck	Thought Invoker (Ub, Type 1)	60	60	11	0	12d498e5d1959d4a389f5f63742d2abc1a8702cbed85f8c17879099ec5ff0e47	same-id variant candidate	none
20	Thought Invoker	blue	0232	variant-original-spaced	Decks - Original/0232.dck	Thought Invoker (Ub, 4th)	57	75	13	6	4cf385fa12eafa49df5d209c57a94bd5952363ddf932c32a04e271f7eff399b2	same-id variant candidate	6 variant section(s)
20	Thought Invoker	blue	0232	variant-original-underscore	Decks_original/0232.dck	Thought Invoker (Ub, 4th)	57	75	13	6	4cf385fa12eafa49df5d209c57a94bd5952363ddf932c32a04e271f7eff399b2	same-id variant candidate	6 variant section(s)
20	Thought Invoker	blue	0232	variant-alt	Decks_alt/0232.dck	Thought Invoker (Ub, 4th)	60	60	10	0	6d99641af2583877f9f0d428d186a477705ec41c4eb61b2299a075459d092ed6	same-id variant candidate	none
20	Thought Invoker	blue	0232	variant-revision	Decks - revision/0232.dck	Thought Invoker (Ub, 4th)	117	135	23	6	19daf50e5116951e27806faca089e04ec2d7c20433b9bf7855cddb90147f1e66	same-id variant candidate	6 variant section(s)
20	Thought Invoker	blue	0232	variant-tim	Decks - Tim/0232.dck	Thought Invoker (Ub, 4th)	117	135	23	6	19daf50e5116951e27806faca089e04ec2d7c20433b9bf7855cddb90147f1e66	same-id variant candidate	6 variant section(s)
20	Thought Invoker	blue	0232	variant-rawky	decks - rawky/0232.dck	Thought Invoker (Ub, Type 1)	60	60	25	0	290e2eaa26cebe3071613562ff4ae5d83fef86e99849dfd46496d0d92f4348fc	same-id variant duplicate of active root	none
21	Astral Visionary	blue	0245	active-root	decks/0245.dck	Astral Visionary (Ub, Type 1)	60	60	29	0	1b7153e1c479f46227f01c525097e73df3e6fc89da35946f73ff491a050e9edf	current root deck	none
21	Astral Visionary	blue	0245	active-program	Program/decks/0245.dck	Astral Visionary (Ub, Type 1)	58	58	16	0	59d53ae076250922128628813cb43a86de64737325449f9bf106d027dc7d3798	current Program deck	none
21	Astral Visionary	blue	0245	variant-harder	Decks - Harder/0245.dck	Astral Visionary (Ub)	60	60	41	0	a990c01bdb6104330c9ca50942d006b982040a5552b7bef9196cd671ded1408f	same-id variant candidate	none
21	Astral Visionary	blue	0245	variant-new-original	decks - new original/0245.dck	Astral Visionary (Ub, Type 1)	58	58	16	0	59d53ae076250922128628813cb43a86de64737325449f9bf106d027dc7d3798	same-id variant candidate	none
21	Astral Visionary	blue	0245	variant-original-spaced	Decks - Original/0245.dck	Astral Visionary (Ub)	59	77	15	6	113b0b2a21a6382766315a2c2287dc8fdc641462d5607c9e36131770de8f05a1	same-id variant candidate	6 variant section(s)
21	Astral Visionary	blue	0245	variant-original-underscore	Decks_original/0245.dck	Astral Visionary (Ub)	59	77	15	6	113b0b2a21a6382766315a2c2287dc8fdc641462d5607c9e36131770de8f05a1	same-id variant candidate	6 variant section(s)
21	Astral Visionary	blue	0245	variant-alt	Decks_alt/0245.dck	Astral Visionary (Ub)	59	77	16	6	90cb1e8b3a7ebe18ad696e285704372f00564fac897d551332bfaf4d5c7f5780	same-id variant candidate	6 variant section(s)
21	Astral Visionary	blue	0245	variant-revision	Decks - revision/0245.dck	Astral Visionary (Ub)	118	136	31	6	5aa06ab14cb19f766ddccecc46d45de36b1868d7f896843907fc6f7b558df681	same-id variant candidate	6 variant section(s)
21	Astral Visionary	blue	0245	variant-tim	Decks - Tim/0245.dck	Astral Visionary (Ub)	118	136	31	6	5aa06ab14cb19f766ddccecc46d45de36b1868d7f896843907fc6f7b558df681	same-id variant candidate	6 variant section(s)
21	Astral Visionary	blue	0245	variant-rawky	decks - rawky/0245.dck	Astral Visionary (Ub, Type 1)	60	60	29	0	1b7153e1c479f46227f01c525097e73df3e6fc89da35946f73ff491a050e9edf	same-id variant duplicate of active root	none
22	Druid	green	0139	active-root	decks/0139.dck	Druid (Gr, Type 1)	60	60	46	0	178a79b3b0d8eea67c5ff3487115f52bc5e691af426f43916ddbb0a9cb77e0c5	current root deck	none
22	Druid	green	0139	active-program	Program/decks/0139.dck	Druid (Gr, Type 1)	60	60	11	0	2182b42ee0bcafc6150e21e55e461cb953dc5f6c88696553c7b574d36ef9da3a	current Program deck	none
22	Druid	green	0139	variant-harder	Decks - Harder/0139.dck	Druid (G, 4th)	60	60	15	0	f108cbac847a7f6f422970c8300f004f9b87f8daad5043e7bf9fa305ff6a8d77	same-id variant candidate	none
22	Druid	green	0139	variant-new-original	decks - new original/0139.dck	Druid (Gr, Type 1)	60	60	11	0	2182b42ee0bcafc6150e21e55e461cb953dc5f6c88696553c7b574d36ef9da3a	same-id variant candidate	none
22	Druid	green	0139	variant-original-spaced	Decks - Original/0139.dck	Druid (G, 4th)	59	77	16	6	8755f2baec232ee1faf186ce448f8b8c20b93d53f39d5edf7482ed213ebc4ffb	same-id variant candidate	6 variant section(s)
22	Druid	green	0139	variant-original-underscore	Decks_original/0139.dck	Druid (G, 4th)	59	77	16	6	8755f2baec232ee1faf186ce448f8b8c20b93d53f39d5edf7482ed213ebc4ffb	same-id variant candidate	6 variant section(s)
22	Druid	green	0139	variant-alt	Decks_alt/0139.dck	Druid (G, 4th)	60	60	13	0	b5e8a04828e233de03cc58f857470f006885734979d8cd71d0d8aa9c84f70ab0	same-id variant candidate	none
22	Druid	green	0139	variant-revision	Decks - revision/0139.dck	Druid (G, 4th)	119	137	29	6	40e9d25ed1379156ddafe01a670b974ba26925fb9d9c1eafb5f9d6f0d2d834da	same-id variant candidate	6 variant section(s)
22	Druid	green	0139	variant-tim	Decks - Tim/0139.dck	Druid (G, 4th)	119	137	29	6	40e9d25ed1379156ddafe01a670b974ba26925fb9d9c1eafb5f9d6f0d2d834da	same-id variant candidate	6 variant section(s)
22	Druid	green	0139	variant-rawky	decks - rawky/0139.dck	Druid (Gr, Type 1)	60	60	46	0	178a79b3b0d8eea67c5ff3487115f52bc5e691af426f43916ddbb0a9cb77e0c5	same-id variant duplicate of active root	none
23	Elvish Magi	green	0076	active-root	decks/0076.dck	Elvish Magi (Gr, Type 1)	56	56	11	0	06492a847774877cf7e240a3317bd3c70ddc87e3989de240145721e71cdd06f5	current root deck	none
23	Elvish Magi	green	0076	active-program	Program/decks/0076.dck	Elvish Magi (Gr, Type 1)	56	56	11	0	06492a847774877cf7e240a3317bd3c70ddc87e3989de240145721e71cdd06f5	current Program deck	none
23	Elvish Magi	green	0076	variant-harder	Decks - Harder/0076.dck	Elvish Magi (G, 4th)	60	60	18	0	fab12e4c1fbd174e2d4662e7af47cdbcd9ece64926438b255ba6bd22fd9103d8	same-id variant candidate	none
23	Elvish Magi	green	0076	variant-new-original	decks - new original/0076.dck	Elvish Magi (Gr, Type 1)	56	56	11	0	06492a847774877cf7e240a3317bd3c70ddc87e3989de240145721e71cdd06f5	same-id variant duplicate of active root	none
23	Elvish Magi	green	0076	variant-original-spaced	Decks - Original/0076.dck	Elvish Magi (G, 4th)	57	75	11	6	ca0d57030cbd24a71752c9a8e468a0e87b73fcd64237eb7604dbb5c2795c1937	same-id variant candidate	6 variant section(s)
23	Elvish Magi	green	0076	variant-original-underscore	Decks_original/0076.dck	Elvish Magi (G, 4th)	57	75	11	6	ca0d57030cbd24a71752c9a8e468a0e87b73fcd64237eb7604dbb5c2795c1937	same-id variant candidate	6 variant section(s)
23	Elvish Magi	green	0076	variant-alt	Decks_alt/0076.dck	Elvish Magi (G, 4th)	60	60	12	0	b0b4ef5909e6095007ab383e4047f1319a3826f4de848103d33937ea63c80509	same-id variant candidate	none
23	Elvish Magi	green	0076	variant-revision	Decks - revision/0076.dck	Elvish Magi (G, 4th)	117	135	23	6	d1b8c909a1a7a303897251f2872f87a380dbd8f50ea0d196059f2b54c929ee66	same-id variant candidate	6 variant section(s)
23	Elvish Magi	green	0076	variant-tim	Decks - Tim/0076.dck	Elvish Magi (G, 4th)	117	135	23	6	d1b8c909a1a7a303897251f2872f87a380dbd8f50ea0d196059f2b54c929ee66	same-id variant candidate	6 variant section(s)
23	Elvish Magi	green	0076	variant-rawky	decks - rawky/0076.dck	Elvish Magi (Gr, Type 1)	59	74	34	6	9d00c5efd3d523333afc7a9d7880e7cca547f5b20338c9e0a68e7a0758959910	same-id variant candidate	6 variant section(s)
24	Enchantress	green	0262	active-root	decks/0262.dck	Enchantress (Gr, Type 1)	62	77	25	6	c5a623d59f090317624b8a8dc4a025d2916f2fce0d3c67621583391c92dee295	current root deck	6 variant section(s)
24	Enchantress	green	0262	active-program	Program/decks/0262.dck	Enchantress (Gr, Type 1)	66	66	21	0	60a809e84b659bbc1002ec69c82d317ae1657c37835ccd8414b9f8425b167a08	current Program deck	none
24	Enchantress	green	0262	variant-harder	Decks - Harder/0262.dck	Enchantress (Gr, 4th)	60	60	27	0	e8253d7c3c8231b7fe8666efbe5f1e06127a3c807f0c90482fc2167844481a2c	same-id variant candidate	none
24	Enchantress	green	0262	variant-new-original	decks - new original/0262.dck	Enchantress (Gr, Type 1)	66	66	21	0	60a809e84b659bbc1002ec69c82d317ae1657c37835ccd8414b9f8425b167a08	same-id variant candidate	none
24	Enchantress	green	0262	variant-original-spaced	Decks - Original/0262.dck	Enchantress (Gr, 4th)	59	77	15	6	adadb27a170d06a794189a26bd69db9f976fc97b93722ed0e10578dc7dfcf272	same-id variant candidate	6 variant section(s)
24	Enchantress	green	0262	variant-original-underscore	Decks_original/0262.dck	Enchantress (Gr, 4th)	59	77	15	6	adadb27a170d06a794189a26bd69db9f976fc97b93722ed0e10578dc7dfcf272	same-id variant candidate	6 variant section(s)
24	Enchantress	green	0262	variant-alt	Decks_alt/0262.dck	Enchantress (Gr, 4th)	60	60	12	0	d7237e5497432ae7856d85be693f56923ce8977f064fd81c770f4bb6ffe59344	same-id variant candidate	none
24	Enchantress	green	0262	variant-revision	Decks - revision/0262.dck	Enchantress (Gr, 4th)	119	137	27	6	b946612b86365b7b5995cfae74721e009a3a4edf99bd51e12cacb8485b64caf2	same-id variant candidate	6 variant section(s)
24	Enchantress	green	0262	variant-tim	Decks - Tim/0262.dck	Enchantress (Gr, 4th)	119	137	27	6	b946612b86365b7b5995cfae74721e009a3a4edf99bd51e12cacb8485b64caf2	same-id variant candidate	6 variant section(s)
24	Enchantress	green	0262	variant-rawky	decks - rawky/0262.dck	Enchantress (Gr, Type 1)	62	77	25	6	c5a623d59f090317624b8a8dc4a025d2916f2fce0d3c67621583391c92dee295	same-id variant duplicate of active root	6 variant section(s)
25	Forest Dragon	green	0049	active-root	decks/0049.dck	Forest Dragon (Gr, Type 1)	59	74	31	6	bfd6334eef0267a8c78731a44c704bfae8eebdd88810efff21fb0ad39052c85b	current root deck	6 variant section(s)
25	Forest Dragon	green	0049	active-program	Program/decks/0049.dck	Forest Dragon (Gr, Type 1)	60	60	13	0	b2d7208d45cb6164294a912feb3948e44dbe731dd384a42a0c3d176f62d5ed7b	current Program deck	none
25	Forest Dragon	green	0049	variant-harder	Decks - Harder/0049.dck	Forest Dragon (G, 4th)	60	60	17	0	e14a61b442b6e839a310acb68797f03597b6f41fc81f549a106293d54291b95c	same-id variant candidate	none
25	Forest Dragon	green	0049	variant-new-original	decks - new original/0049.dck	Forest Dragon (Gr, Type 1)	60	60	13	0	b2d7208d45cb6164294a912feb3948e44dbe731dd384a42a0c3d176f62d5ed7b	same-id variant candidate	none
25	Forest Dragon	green	0049	variant-original-spaced	Decks - Original/0049.dck	Forest Dragon (G, 4th)	58	76	12	6	ea55a686d3d32e61958709a1ac883e866ba31c9a7f6ccd66f3b4b927e04084d1	same-id variant candidate	6 variant section(s)
25	Forest Dragon	green	0049	variant-original-underscore	Decks_original/0049.dck	Forest Dragon (G, 4th)	58	76	12	6	ea55a686d3d32e61958709a1ac883e866ba31c9a7f6ccd66f3b4b927e04084d1	same-id variant candidate	6 variant section(s)
25	Forest Dragon	green	0049	variant-alt	Decks_alt/0049.dck	Forest Dragon (G, 4th)	60	60	12	0	e9ae37b6e3cff310e4ce2a02b370fd4a8c821ab2172d0998b0a061290879f954	same-id variant candidate	none
