size_bytes	size_mib	sha256	path
22730	0.02	030ab9aee5f2091dcd8093e525f073d804805b68edf857e84a45361d5839f706	CardArtNew/Abzan Runemark.jpg
22715	0.02	429271c24baca8c1a36f1f434b0dcdeecb6326293c83195990d8c623282bd2e4	Duelsounds/ChangeT.ogg
22715	0.02	429271c24baca8c1a36f1f434b0dcdeecb6326293c83195990d8c623282bd2e4	Manalink3/Mods/Sound/Default Microprose/DuelSounds/ChangeT.ogg
22715	0.02	429271c24baca8c1a36f1f434b0dcdeecb6326293c83195990d8c623282bd2e4	Mods/Sound/Default Microprose/DuelSounds/ChangeT.ogg
22708	0.02	57b8364fc92fe9c2fcd6451ba14c1695763fa94798bf6a66297e397970e6da73	CardArtManalink/Faerie Miscreant.jpg
22708	0.02	57b8364fc92fe9c2fcd6451ba14c1695763fa94798bf6a66297e397970e6da73	CardArtNew/Faerie Miscreant.jpg
22700	0.02	a70dc04ca92405918f62717e2ca00fbc2d983e8b9d6a94aec19b27720b4aca98	CardArtManalink/Unholy Hunger.jpg
22700	0.02	a70dc04ca92405918f62717e2ca00fbc2d983e8b9d6a94aec19b27720b4aca98	CardArtNew/Unholy Hunger.jpg
22676	0.02	bfa936bf62fea31fb825569c7d5e4f9e5e3afd6ee5509716fa5be43f0c34851e	Duelsounds/Attack2.ogg
22676	0.02	bfa936bf62fea31fb825569c7d5e4f9e5e3afd6ee5509716fa5be43f0c34851e	Manalink3/Mods/Sound/Default Microprose/DuelSounds/Attack2.ogg
22676	0.02	bfa936bf62fea31fb825569c7d5e4f9e5e3afd6ee5509716fa5be43f0c34851e	Mods/Sound/Default Microprose/DuelSounds/Attack2.ogg
22662	0.02	b14569ae3d0f6c319fd404e6ebf182f03304ac246f9eda498bc0317947a0ab10	CardArtManalink/Nirkana Assassin.jpg
22662	0.02	b14569ae3d0f6c319fd404e6ebf182f03304ac246f9eda498bc0317947a0ab10	CardArtNew/Nirkana Assassin.jpg
22655	0.02	8bf154c1d1a6087ec458643dc48097c6bd366eaee2ca1b8a59f613286ec8afbc	CardArtManalink/Forbidding Watchtower Animated.jpg
22655	0.02	8bf154c1d1a6087ec458643dc48097c6bd366eaee2ca1b8a59f613286ec8afbc	CardArtManalink/Soldier (2).jpg
22644	0.02	16107c38544bb316aafda73682c32fa96180cc4103cee199df82c841a616049b	CardArtManalink/Boiling Earth.jpg
22644	0.02	16107c38544bb316aafda73682c32fa96180cc4103cee199df82c841a616049b	CardArtNew/Boiling Earth.jpg
22636	0.02	99d060c3f9374b3c2382a5f3bccda9ed465c0277890af9cf7364bc87acccc72f	CardArtManalink/Sanctum of Ugin.jpg
22636	0.02	99d060c3f9374b3c2382a5f3bccda9ed465c0277890af9cf7364bc87acccc72f	CardArtNew/Sanctum of Ugin.jpg
22626	0.02	f7da0c766ef3fb73ef036273a36b49b9e4b11defd50eda4f8820d68cfeeb8048	CardArtManalink/Caustic Caterpillar.jpg
22626	0.02	f7da0c766ef3fb73ef036273a36b49b9e4b11defd50eda4f8820d68cfeeb8048	CardArtNew/Caustic Caterpillar.jpg
22624	0.02	857273bbe9cafd7014ee53a433e9788013eda14944f186dd3d6e4acba14a0172	CardArtManalink/Wind-Scarred Crag (1).jpg
22624	0.02	857273bbe9cafd7014ee53a433e9788013eda14944f186dd3d6e4acba14a0172	CardArtNew/Wind-Scarred Crag (1).jpg
22621	0.02	7199a800292fe34dc6ca55b45948446cb1c8577b110bd9ddf4a9316ef5f46814	CardArtManalink/Eldrazi Scion (1).jpg
22621	0.02	7199a800292fe34dc6ca55b45948446cb1c8577b110bd9ddf4a9316ef5f46814	CardArtNew/Eldrazi Scion (1).jpg
22616	0.02	ff57eecf589d2e32c983e53760e2041a59dc25af48db6e67299fc328c1282c9d	CardArtManalink/Abzan Beastmaster.jpg
22616	0.02	ff57eecf589d2e32c983e53760e2041a59dc25af48db6e67299fc328c1282c9d	CardArtNew/Abzan Beastmaster.jpg
22600	0.02	57d600b009e89d75a6e4613b113700c216f17db745e8bb9a726d5e685d87d2fd	Program/SPR/M_APE.SPR
22600	0.02	57d600b009e89d75a6e4613b113700c216f17db745e8bb9a726d5e685d87d2fd	Spr/M_APE.SPR
22592	0.02	36d072c96b45b085c255b5a31c27dca7c53f2f4aa9ceae887febfea9a8647bba	CardArtManalink/Fire Tempest.jpg
22592	0.02	36d072c96b45b085c255b5a31c27dca7c53f2f4aa9ceae887febfea9a8647bba	CardArtNew/Fire Tempest.jpg
22561	0.02	4bc32019ff338749cb4a0b930bfbe8f9e726413e3f953c37478b38a4ee86747f	Duelsounds/Destroy.ogg
22561	0.02	4bc32019ff338749cb4a0b930bfbe8f9e726413e3f953c37478b38a4ee86747f	Manalink3/Mods/Sound/Default Microprose/DuelSounds/Destroy.ogg
22561	0.02	4bc32019ff338749cb4a0b930bfbe8f9e726413e3f953c37478b38a4ee86747f	Mods/Sound/Default Microprose/DuelSounds/Destroy.ogg
22540	0.02	eb47cf548d256c84762d2395e15bcecde3c2b1b31f809c62672802ded723041c	Mods/Art/_undo/2016_02_12_12_15_32/CardArt/Summon.pic
22540	0.02	eb47cf548d256c84762d2395e15bcecde3c2b1b31f809c62672802ded723041c	Program/CardArt/Summon.pic
22536	0.02	f0a382e82af850b2572c9890b4c4873418ab9f049e4d201eba109d325bf249f1	Program/SPR800/G_DJN.SPR
22536	0.02	f0a382e82af850b2572c9890b4c4873418ab9f049e4d201eba109d325bf249f1	Spr800/G_DJN.SPR
22527	0.02	0f2948f6227feebf51a03dadcfde1051a5ff4435bd874af6a75b5a5be8d3ff51	CardArtManalink/Aven Battle Priest.jpg
22527	0.02	0f2948f6227feebf51a03dadcfde1051a5ff4435bd874af6a75b5a5be8d3ff51	CardArtNew/Aven Battle Priest.jpg
22504	0.02	d4f15fbd501b7e18d863e93d9fda251d04e1e7a7bdb5935fed528866a67a2b6f	CardArtManalink/Jace's Sanctum.jpg
22504	0.02	d4f15fbd501b7e18d863e93d9fda251d04e1e7a7bdb5935fed528866a67a2b6f	CardArtNew/Jace's Sanctum.jpg
22501	0.02	1a45576f14bff3121c2b2c63036c2c33afc518aa6a71ff82ffbbb68d41db34c9	Duelsounds/Blue.ogg
22501	0.02	1a45576f14bff3121c2b2c63036c2c33afc518aa6a71ff82ffbbb68d41db34c9	Manalink3/Mods/Sound/Default Microprose/DuelSounds/Blue.ogg
22501	0.02	1a45576f14bff3121c2b2c63036c2c33afc518aa6a71ff82ffbbb68d41db34c9	Mods/Sound/Default Microprose/DuelSounds/Blue.ogg
22497	0.02	5ea2d4ee042747ab87fe35a26bf09074cb566898d030cae50f4b77751a51a533	CardArtManalink/Separatist Voidmage.jpg
22497	0.02	5ea2d4ee042747ab87fe35a26bf09074cb566898d030cae50f4b77751a51a533	CardArtNew/Separatist Voidmage.jpg
22443	0.02	8f0ecc6c65edfca45fd08fd36ad945382fb44caaded41c4e0a2417dd3cb3a7ad	CardArtManalink/Taigam's Strike.jpg
22443	0.02	8f0ecc6c65edfca45fd08fd36ad945382fb44caaded41c4e0a2417dd3cb3a7ad	CardArtNew/Taigam's Strike.jpg
22432	0.02	a70296e559a0e339ae48169c6c462aec46851088067200975f12d429857c16b8	CardArtManalink/Celestial Archon (1).jpg
22432	0.02	a70296e559a0e339ae48169c6c462aec46851088067200975f12d429857c16b8	CardArtManalink/Celestial Archon Bestowed (1).jpg
22431	0.02	786b1c89e39e1c482d870f022c1e2efe22d3828f6cb1ab8f4cdc7516a23ff7ad	CardArtManalink/Map the Wastes.jpg
22431	0.02	786b1c89e39e1c482d870f022c1e2efe22d3828f6cb1ab8f4cdc7516a23ff7ad	CardArtNew/Map the Wastes.jpg
22411	0.02	37e5a7b92e5f3e0b329f47c2264f1f3400df601f9fb093ef837df4d9dfdebb34	CardArtManalink/Soul Summons.jpg
22411	0.02	37e5a7b92e5f3e0b329f47c2264f1f3400df601f9fb093ef837df4d9dfdebb34	CardArtNew/Soul Summons.jpg
22386	0.02	31abb3ea2079ff1a596c4ea67d49bea5cf888cc0e002099fbdcbece49c67daf2	CardArtManalink/Somberwald Alpha.jpg
22386	0.02	31abb3ea2079ff1a596c4ea67d49bea5cf888cc0e002099fbdcbece49c67daf2	CardArtNew/Somberwald Alpha.jpg
22363	0.02	10df60b03ab39c725e905f7ce87c52d049e32b628ea73b81978cd641c25e0a8a	CardArtManalink/Fierce Invocation.jpg
22363	0.02	10df60b03ab39c725e905f7ce87c52d049e32b628ea73b81978cd641c25e0a8a	CardArtNew/Fierce Invocation.jpg
22355	0.02	1f4f07d755751a07a897a0a0e5b61639318528a75916ff7fe80a544e29fe6618	CardArtManalink/Rugged Highlands (1).jpg
22355	0.02	1f4f07d755751a07a897a0a0e5b61639318528a75916ff7fe80a544e29fe6618	CardArtNew/Rugged Highlands (1).jpg
22348	0.02	ada932ab22eb9bee6c78ac6c8e0cfde9a136c262497e75a09a6db3e85cbaccf6	Program/SPR/SM_CEN.SPR
22348	0.02	ada932ab22eb9bee6c78ac6c8e0cfde9a136c262497e75a09a6db3e85cbaccf6	Spr/SM_CEN.SPR
22345	0.02	fcd5ce700b556fe8486ae93a7213a406112f5690ab036e7534402df4e1c84825	CardArtManalink/Possessed Skaab.jpg
22345	0.02	fcd5ce700b556fe8486ae93a7213a406112f5690ab036e7534402df4e1c84825	CardArtNew/Possessed Skaab.jpg
22335	0.02	7feaa027883e30f2294ca23dbed1a3e7b8fb3e92bb17cb1cd418c871a97c873a	CardArtManalink/Sandsteppe Outcast.jpg
22335	0.02	7feaa027883e30f2294ca23dbed1a3e7b8fb3e92bb17cb1cd418c871a97c873a	CardArtNew/Sandsteppe Outcast.jpg
22303	0.02	a4e96b2642a7b9845420805205c78ab880e3f73c8ebd43694412598f7674abc7	CardArtManalink/Ampryn Tactician.jpg
22303	0.02	a4e96b2642a7b9845420805205c78ab880e3f73c8ebd43694412598f7674abc7	CardArtNew/Ampryn Tactician.jpg
22300	0.02	0565b6082da1f7b0037b82101f682659c325aa829a34c1fa49578f1280b45160	CardArtManalink/Accumulated Knowledge (1).jpg
22300	0.02	0565b6082da1f7b0037b82101f682659c325aa829a34c1fa49578f1280b45160	CardArtNew/Accumulated Knowledge (1).jpg
22287	0.02	6d013e2acd6db65d4b2e8f1ed54a8f390532097c300e28b7e1b2f5f3a3d83771	CardArtManalink/Rageform.jpg
22287	0.02	6d013e2acd6db65d4b2e8f1ed54a8f390532097c300e28b7e1b2f5f3a3d83771	CardArtNew/Rageform.jpg
22252	0.02	feaf463a7bd455031c5311c462696041c0338341135525519d5b584e909762fd	CardArtManalink/Joraga Invocation.jpg
22252	0.02	feaf463a7bd455031c5311c462696041c0338341135525519d5b584e909762fd	CardArtNew/Joraga Invocation.jpg
22207	0.02	aa55ffc577f12c6f15c6cf18df1f01fa756f8269f5d092fbd7d84a65f35bec85	CardArtManalink/Shamanic Revelation.jpg
22207	0.02	aa55ffc577f12c6f15c6cf18df1f01fa756f8269f5d092fbd7d84a65f35bec85	CardArtNew/Shamanic Revelation.jpg
22198	0.02	d1a93f85f6041f814f2a0296ee0a5d00774bb6c4bdc631634cf9a7ed416ce973	CardArtManalink/Skyraker Giant.jpg
22198	0.02	d1a93f85f6041f814f2a0296ee0a5d00774bb6c4bdc631634cf9a7ed416ce973	CardArtNew/Skyraker Giant.jpg
22182	0.02	8a64f0850ab0b5fa275bbb7a0634e10aa3bd1f6b5433698a7a348e603695178f	CardArtManalink/Psychic Rebuttal.jpg
22182	0.02	8a64f0850ab0b5fa275bbb7a0634e10aa3bd1f6b5433698a7a348e603695178f	CardArtNew/Psychic Rebuttal.jpg
22169	0.02	ec4b348e9b858b64e314f90a1a9456e100fdc58178ae24793f4492f2bcc95b85	CardArtManalink/War Flare.jpg
22169	0.02	ec4b348e9b858b64e314f90a1a9456e100fdc58178ae24793f4492f2bcc95b85	CardArtNew/War Flare.jpg
22159	0.02	80d6717b6100140b81c2eb23ab644ff6f56fadd8b8b0d544e386aca4d451d157	CardArtManalink/Arashin Cleric.jpg
22159	0.02	80d6717b6100140b81c2eb23ab644ff6f56fadd8b8b0d544e386aca4d451d157	CardArtNew/Arashin Cleric.jpg
22154	0.02	3236bb51e15e4012625d85f1425c446d4df71e02b26aa037bd1151a7aa1628ec	CardArtManalink/Glaring Aegis.jpg
22154	0.02	3236bb51e15e4012625d85f1425c446d4df71e02b26aa037bd1151a7aa1628ec	CardArtNew/Glaring Aegis.jpg
22151	0.02	d8610756a5cce9984b289b6d176eebcd14183eaf71dd3a9eeba486ab66463988	CardArtManalink/Enthralling Victor.jpg
22151	0.02	d8610756a5cce9984b289b6d176eebcd14183eaf71dd3a9eeba486ab66463988	CardArtNew/Enthralling Victor.jpg
22134	0.02	35d4bd4a03449843cf4a0eb053f8624d7643cce98b332e75ab6ed624cfa2064b	CardArtManalink/Deep-Sea Terror.jpg
22134	0.02	35d4bd4a03449843cf4a0eb053f8624d7643cce98b332e75ab6ed624cfa2064b	CardArtNew/Deep-Sea Terror.jpg
22133	0.02	4c96279bcb9adb33bb3e45d963f790896558ed4042f8a12e6220f705a151ee76	CardArtManalink/Enduring Scalelord.jpg
22133	0.02	4c96279bcb9adb33bb3e45d963f790896558ed4042f8a12e6220f705a151ee76	CardArtNew/Enduring Scalelord.jpg
22119	0.02	b376177622c18ab089b071b1682b1838d20b0a4ac32870e48b0d5e03ae23c84a	CardArtManalink/Fascination.jpg
22119	0.02	b376177622c18ab089b071b1682b1838d20b0a4ac32870e48b0d5e03ae23c84a	CardArtNew/Fascination.jpg
22088	0.02	92442979ff4cb42e85236b4109a7a251f719317b6bfc5a03de3e8c00a8288ea1	CardArtManalink/Enshrouding Mist.jpg
22088	0.02	92442979ff4cb42e85236b4109a7a251f719317b6bfc5a03de3e8c00a8288ea1	CardArtNew/Enshrouding Mist.jpg
22077	0.02	e8d5ef7e816af4b22dc29228740cccd31b98dcebb47038316381860f0e630d96	CardArtManalink/Embermaw Hellion.jpg
22077	0.02	e8d5ef7e816af4b22dc29228740cccd31b98dcebb47038316381860f0e630d96	CardArtNew/Embermaw Hellion.jpg
22070	0.02	832aa374f2857bee0980e8de64057c134fc044d4504f71f5dc662fb93fd933b8	CardArtManalink/Blossoming Sands (1).jpg
22070	0.02	832aa374f2857bee0980e8de64057c134fc044d4504f71f5dc662fb93fd933b8	CardArtNew/Blossoming Sands (1).jpg
22062	0.02	1ac8270fed2ea82df9224d4c439b0242ea53ba2cab933a009b77b2f294c2ee79	CardArtManalink/Howling Fury.jpg
22062	0.02	1ac8270fed2ea82df9224d4c439b0242ea53ba2cab933a009b77b2f294c2ee79	CardArtNew/Howling Fury.jpg
22006	0.02	1a558754f1cca89296d4dac8c35b312a96e4fbcc5ce0b3cb2889a9d3dbf108bf	CardArtManalink/Undead Servant.jpg
22006	0.02	1a558754f1cca89296d4dac8c35b312a96e4fbcc5ce0b3cb2889a9d3dbf108bf	CardArtNew/Undead Servant.jpg
21994	0.02	8535da329d95df5ae25b7acbacba3005081743644f6acc0e517f8617798df562	CardArtManalink/Sentinel of the Eternal Watch.jpg
21994	0.02	8535da329d95df5ae25b7acbacba3005081743644f6acc0e517f8617798df562	CardArtNew/Sentinel of the Eternal Watch.jpg
21990	0.02	2a032474a9632691c40edd5455f1475bb5f87d87ec9442221efe9acb5f28920b	CardArtManalink/Deathbringer Regent.jpg
21990	0.02	2a032474a9632691c40edd5455f1475bb5f87d87ec9442221efe9acb5f28920b	CardArtNew/Deathbringer Regent.jpg
21980	0.02	556000fcafd2b29185c9ddbaffbe322d8e7fced4839e01a73dc9307a096bf485	CardArtManalink/Temple of the False God (1).jpg
21980	0.02	556000fcafd2b29185c9ddbaffbe322d8e7fced4839e01a73dc9307a096bf485	CardArtNew/Temple of the False God (1).jpg
21956	0.02	39dac1beb38c83a2df081c17aee8a128557180f8f537cd411d076226f3e924f0	Program/SPR1024/SDJN.SPR
21956	0.02	39dac1beb38c83a2df081c17aee8a128557180f8f537cd411d076226f3e924f0	Spr1024/SDJN.SPR
21941	0.02	8d4d9cdd2f9730ec127bbae9693fc619f3d87e9b473164c817594e2afd78b7a3	CardArtNew/0508B.JPG
21941	0.02	8d4d9cdd2f9730ec127bbae9693fc619f3d87e9b473164c817594e2afd78b7a3	CardArtNew/0910B.JPG
21927	0.02	6460f20782cad13c785f21249d91dc26ea08ec40988e830a6e73781f5ce3a057	CardArtManalink/Vampiric Rites.jpg
21927	0.02	6460f20782cad13c785f21249d91dc26ea08ec40988e830a6e73781f5ce3a057	CardArtNew/Vampiric Rites.jpg
21906	0.02	02f4f4074aeb0eed5bbc70c4181d0bc14545c32936bf3ba93f7c5b4a209e6419	CardArtManalink/Conifer Strider.jpg
21906	0.02	02f4f4074aeb0eed5bbc70c4181d0bc14545c32936bf3ba93f7c5b4a209e6419	CardArtNew/Conifer Strider.jpg
21905	0.02	dfcb4b98ff6c46edcb662f0d7c27960258750b2db80e0790beb258b435f21971	CardArtManalink/Lantern Scout.jpg
21905	0.02	dfcb4b98ff6c46edcb662f0d7c27960258750b2db80e0790beb258b435f21971	CardArtNew/Lantern Scout.jpg
21903	0.02	1d2f1b095dd401e3facb365fe5093332431db6ae138ec3090cc14c50c2d6cabb	Art.pic
21903	0.02	1d2f1b095dd401e3facb365fe5093332431db6ae138ec3090cc14c50c2d6cabb	Art1.pic
21882	0.02	e6c5968e8ccfc571b8274052dfabb180de83eb45fadf73b520e5e9f71737b6be	CardArtManalink/Obscuring _ther.jpg
21882	0.02	e6c5968e8ccfc571b8274052dfabb180de83eb45fadf73b520e5e9f71737b6be	CardArtNew/Obscuring _ther.jpg
21873	0.02	8317d3f707cd5330c47a5ba3207392df68eb08862b7dae6969016680e909642a	Duelsounds/BlueBlack.ogg
21873	0.02	8317d3f707cd5330c47a5ba3207392df68eb08862b7dae6969016680e909642a	Manalink3/Mods/Sound/Default Microprose/DuelSounds/BlueBlack.ogg
21873	0.02	8317d3f707cd5330c47a5ba3207392df68eb08862b7dae6969016680e909642a	Mods/Sound/Default Microprose/DuelSounds/BlueBlack.ogg
21873	0.02	01e6d0b3e3f8ed16f90c4f50d99cefb6817faf78ade8bf2cc26dee50494ec695	CardArtManalink/Malakir Cullblade.jpg
21873	0.02	01e6d0b3e3f8ed16f90c4f50d99cefb6817faf78ade8bf2cc26dee50494ec695	CardArtNew/Malakir Cullblade.jpg
21847	0.02	a949d4c58ded2c0f901f53b1eebabd192072dd2a9b15c6f80a53fc54663eaed8	CardArtManalink/Mortuary Mire.jpg
21847	0.02	a949d4c58ded2c0f901f53b1eebabd192072dd2a9b15c6f80a53fc54663eaed8	CardArtNew/Mortuary Mire.jpg
21822	0.02	d848ef0b3c06f3872bad236846cf36f6ebb7051e30bed5b343b70464ab27a0e2	CardArtManalink/Scorching Spear.jpg
21822	0.02	d848ef0b3c06f3872bad236846cf36f6ebb7051e30bed5b343b70464ab27a0e2	CardArtNew/Scorching Spear.jpg
21811	0.02	4e76432f3121e04c2552dc7ff1705e0f319b2a3194db366261999d74d234188f	CardArtManalink/Heliod, God of the Sun Incarnate.jpg
21811	0.02	4e76432f3121e04c2552dc7ff1705e0f319b2a3194db366261999d74d234188f	CardArtManalink/Heliod, God of the Sun.jpg
21762	0.02	fe53f5053f81121b6a10cd9d95464aad9928ad989d88efcacf4eeedae31ec6bb	CardArtManalink/Horribly Awry.jpg
21762	0.02	fe53f5053f81121b6a10cd9d95464aad9928ad989d88efcacf4eeedae31ec6bb	CardArtNew/Horribly Awry.jpg
21748	0.02	bf80bc998ba56281b238695fa14ff241e08ba2577fa9d35e1115c1d3cdb19f2b	Program/SPR800/SU_AMG.SPR
21748	0.02	bf80bc998ba56281b238695fa14ff241e08ba2577fa9d35e1115c1d3cdb19f2b	Spr800/SU_AMG.SPR
21730	0.02	739a1b321684b2e4fdb73fa8ddfa7c48fd4f6a8bc44a0042a55f623aa0778f1b	CardArtManalink/Carrier Pigeons.jpg
21730	0.02	739a1b321684b2e4fdb73fa8ddfa7c48fd4f6a8bc44a0042a55f623aa0778f1b	CardArtNew/Carrier Pigeons.jpg
21708	0.02	5ac8e081493ba07c860b389f959a574d7a1b91801e3a619fe8b8f1f46717a8ba	CardArtManalink/Monk.jpg
21708	0.02	5ac8e081493ba07c860b389f959a574d7a1b91801e3a619fe8b8f1f46717a8ba	CardArtNew/Monk.jpg
21683	0.02	4d45234538d9ffa73706b9a00ffb9361d3f27bd79138e3f83481d248b3f2b43f	CardArtManalink/Blood-Cursed Knight.jpg
21683	0.02	4d45234538d9ffa73706b9a00ffb9361d3f27bd79138e3f83481d248b3f2b43f	CardArtNew/Blood-Cursed Knight.jpg
21675	0.02	3e719678ae71ebfcf0fbb3a9dff489b5c5a76772b5e9d1c6367a1d02aa7d11e0	CardArtManalink/Ambuscade Shaman.jpg
21675	0.02	3e719678ae71ebfcf0fbb3a9dff489b5c5a76772b5e9d1c6367a1d02aa7d11e0	CardArtNew/Ambuscade Shaman.jpg
21591	0.02	e3062d463ce2a1f5aecd65e1beb5d4c6b3f37bd7395036b3b509835e97541c4e	CardArtManalink/Sphinx's Tutelage.jpg
21591	0.02	e3062d463ce2a1f5aecd65e1beb5d4c6b3f37bd7395036b3b509835e97541c4e	CardArtNew/Sphinx's Tutelage.jpg
21575	0.02	56c55555119aa4bcc810d905e5150cd5d890ae22185af22d7a162a81448ba3c3	CardArtManalink/Fruit of the First Tree.jpg
21575	0.02	56c55555119aa4bcc810d905e5150cd5d890ae22185af22d7a162a81448ba3c3	CardArtNew/Fruit of the First Tree.jpg
21570	0.02	218571ff5a853e4a5a00728f54bce0a2b9d6a8621131d0ebf1314e45017e7584	CardArtManalink/Knight Ally.jpg
21570	0.02	218571ff5a853e4a5a00728f54bce0a2b9d6a8621131d0ebf1314e45017e7584	CardArtNew/Knight Ally.jpg
21547	0.02	35a4eb4f0cf3e284be1d62c05454348d97641e128c4662e7c85b79a8564ba11a	CardArtManalink/Shape the Sands.jpg
21547	0.02	35a4eb4f0cf3e284be1d62c05454348d97641e128c4662e7c85b79a8564ba11a	CardArtNew/Shape the Sands.jpg
21536	0.02	2df87e9e8fa362ceb86ab8e203762bec6237502ee84657c55bc2d8c98c4ac4a9	Program/SPR800/EGO_M.SPR
21536	0.02	2df87e9e8fa362ceb86ab8e203762bec6237502ee84657c55bc2d8c98c4ac4a9	Spr800/EGO_M.SPR
21520	0.02	56ee89d7dac2d7445d925cacc085e54e94582447db0bf8461b0e0a19bffbeb48	Program/SPR800/BU_DJN.SPR
21520	0.02	56ee89d7dac2d7445d925cacc085e54e94582447db0bf8461b0e0a19bffbeb48	Spr800/BU_DJN.SPR
21517	0.02	1c313762262d617c9c420586c26e304f3a8770cc60ded5af5daf9861b6fa9f28	CardArtManalink/Vampiric Feast.jpg
21517	0.02	1c313762262d617c9c420586c26e304f3a8770cc60ded5af5daf9861b6fa9f28	CardArtNew/Vampiric Feast.jpg
21512	0.02	7c287424e4438f166d8238db3aea4da327f6c09849902e8b8dfd69638748ccfa	CardArtManalink/Rabid Bloodsucker.jpg
21512	0.02	7c287424e4438f166d8238db3aea4da327f6c09849902e8b8dfd69638748ccfa	CardArtNew/Rabid Bloodsucker.jpg
21476	0.02	2aceb8ff5c3fdc3f8a9a7c02e8e6752c89f9f92e97309daf404fce55bf87ef2f	Program/SPR/G_MWZ.SPR
21476	0.02	2aceb8ff5c3fdc3f8a9a7c02e8e6752c89f9f92e97309daf404fce55bf87ef2f	Spr/G_MWZ.SPR
21436	0.02	63d837b13d5a45a66f4edc289d80503a442b90bc84653ae8d25c0c155b531833	Program/SPR800/SG_LRD.SPR
21436	0.02	63d837b13d5a45a66f4edc289d80503a442b90bc84653ae8d25c0c155b531833	Spr800/SG_LRD.SPR
21404	0.02	fadf58b074c764a29b937fbec23dd6d3df2de67d10fc2937d45dc0453fec4cfe	Program/SPR/SM_CEN2.SPR
21404	0.02	fadf58b074c764a29b937fbec23dd6d3df2de67d10fc2937d45dc0453fec4cfe	Spr/SM_CEN2.SPR
21372	0.02	d4781dfeb5772202c259c48c8ed268f7d84df66475a650747444d795365a9358	CardArtManalink/Curtain's Call.jpg
21372	0.02	d4781dfeb5772202c259c48c8ed268f7d84df66475a650747444d795365a9358	CardArtManalink/Curtains' Call.jpg
21364	0.02	23e8128de71c48c7e7d1db37166f23190bf5a13d815208f24a37a46f9f711e17	Program/SPR/BK_MWZ.SPR
21364	0.02	23e8128de71c48c7e7d1db37166f23190bf5a13d815208f24a37a46f9f711e17	Spr/BK_MWZ.SPR
21348	0.02	531a33caabcfa798c97f39aaf5914f0baff8028219c0d66e99ced6fb5ffef5ee	MENU2-HI.PIC
21348	0.02	531a33caabcfa798c97f39aaf5914f0baff8028219c0d66e99ced6fb5ffef5ee	Program/MENU2-HI.PIC
21328	0.02	e9dc810171536e0d28800e5e0c6affb643dd15f868c1ca017993fe817178db1a	CardArtManalink/Ob Nixilis Reignited.jpg
21328	0.02	e9dc810171536e0d28800e5e0c6affb643dd15f868c1ca017993fe817178db1a	CardArtNew/Ob Nixilis Reignited.jpg
21316	0.02	22dcd785e9838577f5136ca6ca8fad5a0952f33aa8c934e8b1e9ccf7d3f435d1	Program/SPR800/SR_LRD.SPR
21316	0.02	22dcd785e9838577f5136ca6ca8fad5a0952f33aa8c934e8b1e9ccf7d3f435d1	Spr800/SR_LRD.SPR
21305	0.02	3fe39b16446b89e08f5ef069e3789b97c40406a8e0c8354be7eb8b7fb3aa6592	CardArtManalink/Erebos, God of the Dead Incarnate.jpg
21305	0.02	3fe39b16446b89e08f5ef069e3789b97c40406a8e0c8354be7eb8b7fb3aa6592	CardArtManalink/Erebos, God of the Dead.jpg
21244	0.02	f11730351614dc4f061d451cf87999e8251fb57f5c23ef02ed6eb3f822dda96f	Program/SPR/M_FNG.SPR
21244	0.02	f11730351614dc4f061d451cf87999e8251fb57f5c23ef02ed6eb3f822dda96f	Spr/M_FNG.SPR
21216	0.02	da88932d18a9a15825363ebb1751407d3ed06ab49ab040fd7c990bc08d70f2d2	CardArtManalink/Evolutionary Leap.jpg
21216	0.02	da88932d18a9a15825363ebb1751407d3ed06ab49ab040fd7c990bc08d70f2d2	CardArtNew/Evolutionary Leap.jpg
21190	0.02	22a9819f0e0c4d72ff5b277b40d3404bebf3d4b3ed36e31d84d6fa325d38f8e9	CardArtManalink/Archangel of Tithes.jpg
21190	0.02	22a9819f0e0c4d72ff5b277b40d3404bebf3d4b3ed36e31d84d6fa325d38f8e9	CardArtNew/Archangel of Tithes.jpg
21167	0.02	90008355db1f6ff75223cec175a0864fe967998b610c012d5bf9f109094c84d8	CardArtManalink/Kruphix, God of Horizons Incarnate.jpg
21167	0.02	90008355db1f6ff75223cec175a0864fe967998b610c012d5bf9f109094c84d8	CardArtManalink/Kruphix, God of Horizons.jpg
21144	0.02	0d8af61bb55dafc172cb477b96c04905ddbd391788c5147635adeb18a701f2aa	CardArtManalink/Nylea, God of the Hunt Incarnate.jpg
21144	0.02	0d8af61bb55dafc172cb477b96c04905ddbd391788c5147635adeb18a701f2aa	CardArtManalink/Nylea, God of the Hunt.jpg
21127	0.02	67f8a53a73c7ab268206f58ea948885b697ca9efb40dd5ea0b193afad452b627	CardArtManalink/Orbs of Warding.jpg
21127	0.02	67f8a53a73c7ab268206f58ea948885b697ca9efb40dd5ea0b193afad452b627	CardArtNew/Orbs of Warding.jpg
21112	0.02	025f58f85ba437223c7b110e1af07f8134fe9094bde59146fec11419142ad14d	Program/SPR/BU_MWZ.SPR
21112	0.02	025f58f85ba437223c7b110e1af07f8134fe9094bde59146fec11419142ad14d	Spr/BU_MWZ.SPR
21092	0.02	1e1105cbccfa26da7be6a25fe81a2a8cc78d9d704cf326a4f04832dfd8173127	CardArtManalink/Flamewake Phoenix.jpg
